image_id,bbox
2x16_10.jpg,"[1, 0.66845703125, 0.39013671875, 0.4287109375, 0.4716796875]"
2x16_11.jpg,"[1, 0.29150390625, 0.47900390625, 0.3720703125, 0.4462890625]"
2x16_12.jpg,"[1, 0.6806640625, 0.60400390625, 0.296875, 0.4189453125]"
2x16_13.jpg,"[1, 0.14306640625, 0.3291015625, 0.2861328125, 0.4453125]"
2x16_14.jpg,"[1, 0.6455078125, 0.6494140625, 0.376953125, 0.447265625]"
2x16_15.jpg,"[1, 0.537109375, 0.826171875, 0.513671875, 0.34765625]"
2x16_16.jpg,"[1, 0.56298828125, 0.4482421875, 0.3349609375, 0.40625]"
2x16_17.jpg,"[1, 0.70703125, 0.470703125, 0.3828125, 0.447265625]"
2x16_18.jpg,"[1, 0.64306640625, 0.6513671875, 0.3798828125, 0.447265625]"
2x16_19.jpg,"[1, 0.3095703125, 0.58642578125, 0.263671875, 0.4033203125]"
2x16_20.jpg,"[1, 0.33349609375, 0.603515625, 0.4892578125, 0.51171875]"
2x16_21.jpg,"[1, 0.29443359375, 0.54052734375, 0.2841796875, 0.4130859375]"
2x16_22.jpg,"[1, 0.70849609375, 0.50927734375, 0.3330078125, 0.4345703125]"
2x16_23.jpg,"[1, 0.2529296875, 0.39501953125, 0.419921875, 0.4287109375]"
2x16_24.jpg,"[1, 0.34423828125, 0.6396484375, 0.3603515625, 0.443359375]"
2x17_0.jpg,"[1, 0.19970703125, 0.72900390625, 0.3740234375, 0.4501953125]"
2x17_1.jpg,"[1, 0.3115234375, 0.3408203125, 0.275390625, 0.41796875]"
2x17_2.jpg,"[1, 0.7392578125, 0.443359375, 0.302734375, 0.427734375]"
2x17_3.jpg,"[1, 0.7451171875, 0.48388671875, 0.3515625, 0.4365234375]"
2x17_4.jpg,"[1, 0.2529296875, 0.40283203125, 0.271484375, 0.4384765625]"
2x17_5.jpg,"[1, 0.72314453125, 0.396484375, 0.2333984375, 0.400390625]"
2x17_6.jpg,"[1, 0.31005859375, 0.34228515625, 0.2724609375, 0.4169921875]"
2x17_7.jpg,"[1, 0.2607421875, 0.44091796875, 0.298828125, 0.4267578125]"
2x17_8.jpg,"[1, 0.671875, 0.32421875, 0.3046875, 0.427734375]"
2x17_9.jpg,"[1, 0.169921875, 0.59375, 0.326171875, 0.486328125]"
2x17_10.jpg,"[1, 0.27392578125, 0.40283203125, 0.2431640625, 0.4052734375]"
2x17_11.jpg,"[1, 0.298828125, 0.3564453125, 0.24609375, 0.40625]"
2x17_12.jpg,"[1, 0.28466796875, 0.38037109375, 0.2041015625, 0.3857421875]"
2x17_13.jpg,"[1, 0.080078125, 0.55126953125, 0.16015625, 0.3583984375]"
2x17_14.jpg,"[1, 0.7451171875, 0.48486328125, 0.3515625, 0.4365234375]"
2x17_15.jpg,"[1, 0.75390625, 0.486328125, 0.34765625, 0.44921875]"
2x17_16.jpg,"[1, 0.71875, 0.38916015625, 0.220703125, 0.3935546875]"
2x17_17.jpg,"[1, 0.28466796875, 0.38037109375, 0.2041015625, 0.3857421875]"
2x17_18.jpg,"[1, 0.63232421875, 0.53857421875, 0.5419921875, 0.5439453125]"
2x17_19.jpg,"[1, 0.72412109375, 0.37646484375, 0.2236328125, 0.4208984375]"
2x17_20.jpg,"[1, 0.3681640625, 0.29150390625, 0.365234375, 0.4365234375]"
2x17_21.jpg,"[1, 0.59130859375, 0.30078125, 0.3173828125, 0.44140625]"
2x17_22.jpg,"[1, 0.294921875, 0.36328125, 0.234375, 0.400390625]"
2x17_23.jpg,"[1, 0.47314453125, 0.35888671875, 0.4462890625, 0.4521484375]"
2x17_24.jpg,"[1, 0.27490234375, 0.3994140625, 0.2373046875, 0.40234375]"
2x18_0.jpg,"[1, 0.73095703125, 0.79541015625, 0.4404296875, 0.4091796875]"
2x18_1.jpg,"[1, 0.30517578125, 0.39892578125, 0.2392578125, 0.3291015625]"
2x18_2.jpg,"[1, 0.4404296875, 0.48974609375, 0.490234375, 0.5029296875]"
2x18_3.jpg,"[1, 0.34912109375, 0.30517578125, 0.3974609375, 0.4365234375]"
2x18_4.jpg,"[1, 0.31640625, 0.31298828125, 0.38671875, 0.3955078125]"
2x18_5.jpg,"[1, 0.6962890625, 0.40283203125, 0.24609375, 0.3349609375]"
2x18_6.jpg,"[1, 0.3583984375, 0.33203125, 0.34765625, 0.396484375]"
2x18_7.jpg,"[1, 0.66357421875, 0.39794921875, 0.2666015625, 0.3681640625]"
2x18_8.jpg,"[1, 0.28515625, 0.45458984375, 0.318359375, 0.3818359375]"
2x18_9.jpg,"[1, 0.71142578125, 0.44384765625, 0.3056640625, 0.3740234375]"
2x18_10.jpg,"[1, 0.71435546875, 0.45849609375, 0.3232421875, 0.3837890625]"
2x18_11.jpg,"[1, 0.85595703125, 0.35595703125, 0.2880859375, 0.4404296875]"
2x18_12.jpg,"[1, 0.46875, 0.5263671875, 0.412109375, 0.4296875]"
2x18_13.jpg,"[1, 0.1630859375, 0.31396484375, 0.326171875, 0.4384765625]"
2x18_14.jpg,"[1, 0.70947265625, 0.4375, 0.2978515625, 0.369140625]"
2x18_15.jpg,"[1, 0.294921875, 0.4208984375, 0.2734375, 0.353515625]"
2x18_16.jpg,"[1, 0.69384765625, 0.39892578125, 0.2392578125, 0.3291015625]"
2x18_17.jpg,"[1, 0.70166015625, 0.4150390625, 0.2646484375, 0.34765625]"
2x18_18.jpg,"[1, 0.56103515625, 0.1962890625, 0.4814453125, 0.392578125]"
2x18_19.jpg,"[1, 0.59423828125, 0.51318359375, 0.5361328125, 0.5615234375]"
2x18_20.jpg,"[1, 0.439453125, 0.14892578125, 0.392578125, 0.2978515625]"
2x18_21.jpg,"[1, 0.42431640625, 0.35791015625, 0.4599609375, 0.5107421875]"
2x18_22.jpg,"[1, 0.2880859375, 0.443359375, 0.3046875, 0.373046875]"
2x18_23.jpg,"[1, 0.3271484375, 0.3642578125, 0.296875, 0.369140625]"
2x18_24.jpg,"[1, 0.826171875, 0.33251953125, 0.34765625, 0.4365234375]"
2x19_0.jpg,"[1, 0.77294921875, 0.22021484375, 0.3759765625, 0.3759765625]"
2x19_1.jpg,"[1, 0.15966796875, 0.5673828125, 0.3095703125, 0.412109375]"
2x19_3.jpg,"[1, 0.82421875, 0.62060546875, 0.255859375, 0.3818359375]"
2x19_4.jpg,"[1, 0.17431640625, 0.6201171875, 0.2568359375, 0.3828125]"
2x19_5.jpg,"[1, 0.1630859375, 0.58203125, 0.294921875, 0.404296875]"
2x19_6.jpg,"[1, 0.1640625, 0.5185546875, 0.328125, 0.4296875]"
2x19_7.jpg,"[1, 0.18408203125, 0.6435546875, 0.2431640625, 0.375]"
2x19_8.jpg,"[1, 0.1884765625, 0.85498046875, 0.294921875, 0.2900390625]"
2x19_9.jpg,"[1, 0.22412109375, 0.7099609375, 0.3173828125, 0.416015625]"
2x19_10.jpg,"[1, 0.181640625, 0.63818359375, 0.236328125, 0.3701171875]"
2x19_12.jpg,"[1, 0.35400390625, 0.5791015625, 0.4326171875, 0.46484375]"
2x19_13.jpg,"[1, 0.84375, 0.6474609375, 0.259765625, 0.408203125]"
2x19_14.jpg,"[1, 0.181640625, 0.63818359375, 0.236328125, 0.3701171875]"
2x19_15.jpg,"[1, 0.8173828125, 0.63818359375, 0.236328125, 0.3701171875]"
2x19_16.jpg,"[1, 0.76513671875, 0.72265625, 0.3310546875, 0.421875]"
2x19_17.jpg,"[1, 0.88232421875, 0.61376953125, 0.2353515625, 0.4326171875]"
2x19_18.jpg,"[1, 0.1767578125, 0.64501953125, 0.244140625, 0.3837890625]"
2x19_19.jpg,"[1, 0.16552734375, 0.5107421875, 0.3310546875, 0.431640625]"
2x19_20.jpg,"[1, 0.2275390625, 0.82373046875, 0.349609375, 0.3525390625]"
2x19_21.jpg,"[1, 0.71044921875, 0.77490234375, 0.3857421875, 0.4384765625]"
2x19_22.jpg,"[1, 0.806640625, 0.66064453125, 0.26171875, 0.3857421875]"
2x19_23.jpg,"[1, 0.75, 0.45263671875, 0.427734375, 0.4443359375]"
2x19_24.jpg,"[1, 0.83642578125, 0.58056640625, 0.2958984375, 0.4052734375]"
2x2_0.jpg,"[1, 0.701171875, 0.3955078125, 0.140625, 0.220703125]"
2x2_1.jpg,"[1, 0.32763671875, 0.41748046875, 0.1201171875, 0.1982421875]"
2x2_2.jpg,"[1, 0.38623046875, 0.34619140625, 0.1806640625, 0.2197265625]"
2x2_3.jpg,"[1, 0.1611328125, 0.28515625, 0.25, 0.287109375]"
2x2_4.jpg,"[1, 0.37841796875, 0.3525390625, 0.1728515625, 0.21875]"
2x2_5.jpg,"[1, 0.54833984375, 0.4072265625, 0.2119140625, 0.23828125]"
2x2_6.jpg,"[1, 0.41259765625, 0.4638671875, 0.2080078125, 0.21875]"
2x2_7.jpg,"[1, 0.30908203125, 0.4931640625, 0.1845703125, 0.220703125]"
2x2_8.jpg,"[1, 0.33251953125, 0.40771484375, 0.1103515625, 0.1923828125]"
2x2_9.jpg,"[1, 0.33154296875, 0.408203125, 0.1337890625, 0.220703125]"
2x2_10.jpg,"[1, 0.67578125, 0.427734375, 0.130859375, 0.203125]"
2x2_11.jpg,"[1, 0.33203125, 0.408203125, 0.109375, 0.19140625]"
2x2_12.jpg,"[1, 0.34716796875, 0.38525390625, 0.1357421875, 0.2060546875]"
2x2_13.jpg,"[1, 0.37451171875, 0.35595703125, 0.1689453125, 0.2177734375]"
2x2_14.jpg,"[1, 0.396484375, 0.33935546875, 0.1875, 0.2216796875]"
2x2_15.jpg,"[1, 0.61181640625, 0.345703125, 0.1806640625, 0.220703125]"
2x2_16.jpg,"[1, 0.30224609375, 0.38427734375, 0.1259765625, 0.2099609375]"
2x2_17.jpg,"[1, 0.67041015625, 0.26025390625, 0.1513671875, 0.1904296875]"
2x2_18.jpg,"[1, 0.6953125, 0.443359375, 0.158203125, 0.21875]"
2x2_19.jpg,"[1, 0.3271484375, 0.4189453125, 0.12109375, 0.19921875]"
2x2_20.jpg,"[1, 0.37841796875, 0.3525390625, 0.1728515625, 0.21875]"
2x2_21.jpg,"[1, 0.47998046875, 0.2060546875, 0.2060546875, 0.28125]"
2x2_22.jpg,"[1, 0.6708984375, 0.416015625, 0.119140625, 0.197265625]"
2x2_23.jpg,"[1, 0.689453125, 0.4892578125, 0.181640625, 0.220703125]"
2x2_24.jpg,"[1, 0.353515625, 0.376953125, 0.14453125, 0.2109375]"
2x20_0.jpg,"[1, 0.61083984375, 0.61181640625, 0.3388671875, 0.3837890625]"
2x20_1.jpg,"[1, 0.65576171875, 0.5244140625, 0.2900390625, 0.357421875]"
2x20_2.jpg,"[1, 0.65625, 0.51953125, 0.298828125, 0.36328125]"
2x20_3.jpg,"[1, 0.58154296875, 0.72216796875, 0.3505859375, 0.3544921875]"
2x20_4.jpg,"[1, 0.64453125, 0.56298828125, 0.244140625, 0.3271484375]"
2x20_5.jpg,"[1, 0.8125, 0.56201171875, 0.375, 0.4892578125]"
2x20_6.jpg,"[1, 0.54736328125, 0.486328125, 0.3447265625, 0.3984375]"
2x20_7.jpg,"[1, 0.3486328125, 0.537109375, 0.2421875, 0.333984375]"
2x20_8.jpg,"[1, 0.64013671875, 0.572265625, 0.2626953125, 0.33984375]"
2x20_9.jpg,"[1, 0.34326171875, 0.52392578125, 0.2919921875, 0.3583984375]"
2x20_10.jpg,"[1, 0.37060546875, 0.3134765625, 0.3037109375, 0.32421875]"
2x20_11.jpg,"[1, 0.6455078125, 0.62109375, 0.34375, 0.3984375]"
2x20_12.jpg,"[1, 0.390625, 0.6142578125, 0.34375, 0.384765625]"
2x20_13.jpg,"[1, 0.6435546875, 0.5654296875, 0.248046875, 0.330078125]"
2x20_14.jpg,"[1, 0.77734375, 0.60546875, 0.373046875, 0.40234375]"
2x20_15.jpg,"[1, 0.37109375, 0.5927734375, 0.302734375, 0.365234375]"
2x20_16.jpg,"[1, 0.60205078125, 0.79345703125, 0.3857421875, 0.4130859375]"
2x20_17.jpg,"[1, 0.62353515625, 0.59765625, 0.3134765625, 0.37109375]"
2x20_18.jpg,"[1, 0.72509765625, 0.61962890625, 0.3408203125, 0.3798828125]"
2x20_19.jpg,"[1, 0.20654296875, 0.22705078125, 0.4130859375, 0.4462890625]"
2x20_20.jpg,"[1, 0.6318359375, 0.58642578125, 0.291015625, 0.3583984375]"
2x20_21.jpg,"[1, 0.64697265625, 0.556640625, 0.2294921875, 0.31640625]"
2x20_22.jpg,"[1, 0.6494140625, 0.55126953125, 0.240234375, 0.3251953125]"
2x20_23.jpg,"[1, 0.34130859375, 0.50390625, 0.3232421875, 0.375]"
2x20_24.jpg,"[1, 0.65185546875, 0.6396484375, 0.3857421875, 0.42578125]"
2x21_0.jpg,"[1, 0.75537109375, 0.49072265625, 0.2451171875, 0.3076171875]"
2x21_1.jpg,"[1, 0.6611328125, 0.1416015625, 0.4296875, 0.283203125]"
2x21_2.jpg,"[1, 0.2490234375, 0.55322265625, 0.296875, 0.3369140625]"
2x21_3.jpg,"[1, 0.2451171875, 0.4677734375, 0.22265625, 0.29296875]"
2x21_4.jpg,"[1, 0.12353515625, 0.2275390625, 0.2041015625, 0.3203125]"
2x21_5.jpg,"[1, 0.71533203125, 0.36083984375, 0.2919921875, 0.3349609375]"
2x21_6.jpg,"[1, 0.248046875, 0.4501953125, 0.203125, 0.279296875]"
2x21_7.jpg,"[1, 0.244140625, 0.521484375, 0.271484375, 0.32421875]"
2x21_8.jpg,"[1, 0.703125, 0.34326171875, 0.306640625, 0.3408203125]"
2x21_9.jpg,"[1, 0.248046875, 0.4501953125, 0.203125, 0.279296875]"
2x21_10.jpg,"[1, 0.72998046875, 0.3701171875, 0.3076171875, 0.359375]"
2x21_11.jpg,"[1, 0.09912109375, 0.31787109375, 0.1982421875, 0.3056640625]"
2x21_12.jpg,"[1, 0.30224609375, 0.57568359375, 0.3115234375, 0.3701171875]"
2x21_13.jpg,"[1, 0.248046875, 0.4501953125, 0.203125, 0.279296875]"
2x21_14.jpg,"[1, 0.81103515625, 0.20849609375, 0.3583984375, 0.4111328125]"
2x21_15.jpg,"[1, 0.1494140625, 0.525390625, 0.298828125, 0.357421875]"
2x21_16.jpg,"[1, 0.2470703125, 0.45751953125, 0.2109375, 0.2861328125]"
2x21_17.jpg,"[1, 0.248046875, 0.4501953125, 0.203125, 0.279296875]"
2x21_18.jpg,"[1, 0.6103515625, 0.2568359375, 0.353515625, 0.39453125]"
2x21_19.jpg,"[1, 0.28662109375, 0.35693359375, 0.2958984375, 0.3369140625]"
2x21_20.jpg,"[1, 0.2890625, 0.3525390625, 0.298828125, 0.337890625]"
2x21_21.jpg,"[1, 0.30615234375, 0.34814453125, 0.2919921875, 0.3212890625]"
2x21_22.jpg,"[1, 0.75146484375, 0.54638671875, 0.2919921875, 0.3349609375]"
2x21_23.jpg,"[1, 0.7529296875, 0.43505859375, 0.248046875, 0.3173828125]"
2x21_24.jpg,"[1, 0.7607421875, 0.40576171875, 0.255859375, 0.3056640625]"
2x22_0.jpg,"[1, 0.15087890625, 0.515625, 0.3017578125, 0.3671875]"
2x22_1.jpg,"[1, 0.15771484375, 0.55126953125, 0.3154296875, 0.3720703125]"
2x22_2.jpg,"[1, 0.78564453125, 0.30224609375, 0.2900390625, 0.3740234375]"
2x22_3.jpg,"[1, 0.84228515625, 0.55029296875, 0.3154296875, 0.3720703125]"
2x22_4.jpg,"[1, 0.1533203125, 0.4375, 0.251953125, 0.34375]"
2x22_5.jpg,"[1, 0.7314453125, 0.23486328125, 0.328125, 0.3720703125]"
2x22_6.jpg,"[1, 0.716796875, 0.56982421875, 0.2578125, 0.3681640625]"
2x22_7.jpg,"[1, 0.85107421875, 0.49609375, 0.2939453125, 0.36328125]"
2x22_8.jpg,"[1, 0.830078125, 0.3798828125, 0.201171875, 0.314453125]"
2x22_9.jpg,"[1, 0.16552734375, 0.390625, 0.2119140625, 0.3203125]"
2x22_10.jpg,"[1, 0.736328125, 0.23974609375, 0.32421875, 0.3720703125]"
2x22_11.jpg,"[1, 0.7265625, 0.12060546875, 0.333984375, 0.2412109375]"
2x22_12.jpg,"[1, 0.1591796875, 0.41162109375, 0.23046875, 0.3310546875]"
2x22_13.jpg,"[1, 0.15673828125, 0.373046875, 0.3134765625, 0.44921875]"
2x22_14.jpg,"[1, 0.33447265625, 0.29296875, 0.4111328125, 0.439453125]"
2x22_15.jpg,"[1, 0.05859375, 0.318359375, 0.1171875, 0.36328125]"
2x22_16.jpg,"[1, 0.1572265625, 0.55029296875, 0.314453125, 0.3720703125]"
2x22_17.jpg,"[1, 0.18701171875, 0.33935546875, 0.2392578125, 0.3369140625]"
2x22_18.jpg,"[1, 0.87890625, 0.40185546875, 0.216796875, 0.3369140625]"
2x22_19.jpg,"[1, 0.15625, 0.54541015625, 0.3125, 0.3720703125]"
2x22_20.jpg,"[1, 0.84521484375, 0.53369140625, 0.3095703125, 0.3701171875]"
2x22_21.jpg,"[1, 0.21044921875, 0.30029296875, 0.2744140625, 0.3544921875]"
2x22_22.jpg,"[1, 0.1552734375, 0.4287109375, 0.244140625, 0.33984375]"
2x22_23.jpg,"[1, 0.15234375, 0.447265625, 0.259765625, 0.34765625]"
2x22_24.jpg,"[1, 0.75830078125, 0.24169921875, 0.3271484375, 0.3798828125]"
2x23_0.jpg,"[1, 0.77294921875, 0.60546875, 0.2919921875, 0.3671875]"
2x23_1.jpg,"[1, 0.7890625, 0.45458984375, 0.251953125, 0.3505859375]"
2x23_2.jpg,"[1, 0.20654296875, 0.49072265625, 0.2158203125, 0.3310546875]"
2x23_3.jpg,"[1, 0.14794921875, 0.41796875, 0.2763671875, 0.404296875]"
2x23_4.jpg,"[1, 0.779296875, 0.4111328125, 0.291015625, 0.3671875]"
2x23_5.jpg,"[1, 0.76220703125, 0.3701171875, 0.3232421875, 0.375]"
2x23_6.jpg,"[1, 0.7841796875, 0.4287109375, 0.275390625, 0.361328125]"
2x23_7.jpg,"[1, 0.20654296875, 0.49267578125, 0.2138671875, 0.3291015625]"
2x23_8.jpg,"[1, 0.20654296875, 0.48828125, 0.2177734375, 0.33203125]"
2x23_9.jpg,"[1, 0.46142578125, 0.29052734375, 0.3076171875, 0.3564453125]"
2x23_10.jpg,"[1, 0.38037109375, 0.3037109375, 0.3291015625, 0.423828125]"
2x23_11.jpg,"[1, 0.580078125, 0.44873046875, 0.376953125, 0.4365234375]"
2x23_12.jpg,"[1, 0.7880859375, 0.54833984375, 0.23828125, 0.3427734375]"
2x23_13.jpg,"[1, 0.2080078125, 0.53125, 0.220703125, 0.333984375]"
2x23_14.jpg,"[1, 0.20703125, 0.5185546875, 0.20703125, 0.326171875]"
2x23_15.jpg,"[1, 0.20654296875, 0.486328125, 0.2197265625, 0.333984375]"
2x23_16.jpg,"[1, 0.33447265625, 0.56103515625, 0.3212890625, 0.4267578125]"
2x23_17.jpg,"[1, 0.23583984375, 0.62744140625, 0.3095703125, 0.3720703125]"
2x23_18.jpg,"[1, 0.84326171875, 0.3486328125, 0.3134765625, 0.455078125]"
2x23_19.jpg,"[1, 0.77978515625, 0.28662109375, 0.3251953125, 0.4208984375]"
2x23_20.jpg,"[1, 0.76611328125, 0.62109375, 0.3056640625, 0.37109375]"
2x23_21.jpg,"[1, 0.17431640625, 0.50634765625, 0.2080078125, 0.3388671875]"
2x23_22.jpg,"[1, 0.283203125, 0.7265625, 0.22265625, 0.318359375]"
2x23_23.jpg,"[1, 0.7900390625, 0.4619140625, 0.244140625, 0.34765625]"
2x23_24.jpg,"[1, 0.79248046875, 0.48828125, 0.2177734375, 0.33203125]"
2x24_0.jpg,"[1, 0.2353515625, 0.70263671875, 0.470703125, 0.5146484375]"
2x24_1.jpg,"[1, 0.791015625, 0.484375, 0.41796875, 0.59765625]"
2x24_2.jpg,"[1, 0.7998046875, 0.6484375, 0.400390625, 0.44921875]"
2x24_3.jpg,"[1, 0.22021484375, 0.6357421875, 0.4404296875, 0.53515625]"
2x24_4.jpg,"[1, 0.19970703125, 0.64892578125, 0.3994140625, 0.4482421875]"
2x24_5.jpg,"[1, 0.17626953125, 0.587890625, 0.3525390625, 0.56640625]"
2x24_6.jpg,"[1, 0.1650390625, 0.33349609375, 0.330078125, 0.5673828125]"
2x24_7.jpg,"[1, 0.779296875, 0.755859375, 0.439453125, 0.48828125]"
2x24_8.jpg,"[1, 0.44580078125, 0.6923828125, 0.6298828125, 0.615234375]"
2x24_9.jpg,"[1, 0.2041015625, 0.6171875, 0.408203125, 0.48828125]"
2x24_10.jpg,"[1, 0.7939453125, 0.658203125, 0.412109375, 0.4609375]"
2x24_11.jpg,"[1, 0.71923828125, 0.27587890625, 0.5615234375, 0.5517578125]"
2x24_13.jpg,"[1, 0.82958984375, 0.49072265625, 0.3408203125, 0.6416015625]"
2x24_14.jpg,"[1, 0.638671875, 0.61865234375, 0.72265625, 0.7626953125]"
2x24_15.jpg,"[1, 0.79931640625, 0.64892578125, 0.3994140625, 0.4482421875]"
2x24_16.jpg,"[1, 0.7880859375, 0.64990234375, 0.423828125, 0.5029296875]"
2x24_17.jpg,"[1, 0.76611328125, 0.69921875, 0.4677734375, 0.51171875]"
2x24_18.jpg,"[1, 0.7958984375, 0.6181640625, 0.408203125, 0.486328125]"
2x24_19.jpg,"[1, 0.86767578125, 0.57763671875, 0.2646484375, 0.5458984375]"
2x24_20.jpg,"[1, 0.2529296875, 0.7255859375, 0.505859375, 0.541015625]"
2x24_21.jpg,"[1, 0.19189453125, 0.669921875, 0.3837890625, 0.533203125]"
2x24_22.jpg,"[1, 0.71240234375, 0.66552734375, 0.5751953125, 0.6376953125]"
2x24_23.jpg,"[1, 0.79931640625, 0.64892578125, 0.3994140625, 0.4482421875]"
2x24_24.jpg,"[1, 0.20654296875, 0.59765625, 0.4130859375, 0.5078125]"
2x25_0.jpg,"[1, 0.37939453125, 0.36328125, 0.0830078125, 0.1171875]"
2x25_1.jpg,"[1, 0.60595703125, 0.484375, 0.0732421875, 0.1328125]"
2x25_2.jpg,"[1, 0.59326171875, 0.44775390625, 0.1142578125, 0.1474609375]"
2x25_3.jpg,"[1, 0.5810546875, 0.35693359375, 0.130859375, 0.1669921875]"
2x25_4.jpg,"[1, 0.60302734375, 0.47216796875, 0.0888671875, 0.1396484375]"
2x25_5.jpg,"[1, 0.60595703125, 0.4873046875, 0.0693359375, 0.130859375]"
2x25_6.jpg,"[1, 0.5966796875, 0.4541015625, 0.107421875, 0.146484375]"
2x25_7.jpg,"[1, 0.40576171875, 0.44775390625, 0.1142578125, 0.1474609375]"
2x25_8.jpg,"[1, 0.38623046875, 0.51318359375, 0.1181640625, 0.1533203125]"
2x25_9.jpg,"[1, 0.638671875, 0.7626953125, 0.1640625, 0.16796875]"
2x25_10.jpg,"[1, 0.25537109375, 0.4658203125, 0.1396484375, 0.169921875]"
2x25_11.jpg,"[1, 0.42431640625, 0.416015625, 0.1259765625, 0.158203125]"
2x25_12.jpg,"[1, 0.392578125, 0.50537109375, 0.08984375, 0.1396484375]"
2x25_13.jpg,"[1, 0.6025390625, 0.5302734375, 0.115234375, 0.1484375]"
2x25_14.jpg,"[1, 0.39306640625, 0.48291015625, 0.0751953125, 0.1337890625]"
2x25_15.jpg,"[1, 0.599609375, 0.53759765625, 0.12109375, 0.1474609375]"
2x25_16.jpg,"[1, 0.70654296875, 0.638671875, 0.1044921875, 0.171875]"
2x25_17.jpg,"[1, 0.4033203125, 0.4521484375, 0.109375, 0.146484375]"
2x25_18.jpg,"[1, 0.6025390625, 0.53076171875, 0.115234375, 0.1474609375]"
2x25_19.jpg,"[1, 0.60498046875, 0.47998046875, 0.0791015625, 0.1357421875]"
2x25_20.jpg,"[1, 0.3818359375, 0.4697265625, 0.1171875, 0.1640625]"
2x25_21.jpg,"[1, 0.39404296875, 0.51904296875, 0.1044921875, 0.1455078125]"
2x25_22.jpg,"[1, 0.3154296875, 0.662109375, 0.130859375, 0.1484375]"
2x25_23.jpg,"[1, 0.1826171875, 0.67822265625, 0.228515625, 0.2412109375]"
2x25_24.jpg,"[1, 0.6201171875, 0.54443359375, 0.095703125, 0.1513671875]"
2x26_0.jpg,"[1, 0.6689453125, 0.5703125, 0.095703125, 0.126953125]"
2x26_1.jpg,"[1, 0.6572265625, 0.59326171875, 0.107421875, 0.1298828125]"
2x26_2.jpg,"[1, 0.31591796875, 0.49609375, 0.0791015625, 0.119140625]"
2x26_3.jpg,"[1, 0.68310546875, 0.49609375, 0.0791015625, 0.119140625]"
2x26_4.jpg,"[1, 0.70361328125, 0.54541015625, 0.0947265625, 0.1298828125]"
2x26_5.jpg,"[1, 0.68212890625, 0.51806640625, 0.0654296875, 0.1123046875]"
2x26_6.jpg,"[1, 0.31689453125, 0.51806640625, 0.0654296875, 0.1123046875]"
2x26_7.jpg,"[1, 0.69140625, 0.53564453125, 0.083984375, 0.1240234375]"
2x26_8.jpg,"[1, 0.67236328125, 0.5615234375, 0.0908203125, 0.125]"
2x26_9.jpg,"[1, 0.1318359375, 0.34130859375, 0.08203125, 0.1142578125]"
2x26_10.jpg,"[1, 0.31884765625, 0.533203125, 0.0751953125, 0.1171875]"
2x26_11.jpg,"[1, 0.67822265625, 0.5400390625, 0.0791015625, 0.119140625]"
2x26_12.jpg,"[1, 0.6826171875, 0.48974609375, 0.08203125, 0.1220703125]"
2x26_13.jpg,"[1, 0.3232421875, 0.55078125, 0.0859375, 0.123046875]"
2x26_14.jpg,"[1, 0.88818359375, 0.76416015625, 0.0791015625, 0.1103515625]"
2x26_15.jpg,"[1, 0.7421875, 0.5283203125, 0.1171875, 0.146484375]"
2x26_16.jpg,"[1, 0.60400390625, 0.51123046875, 0.1884765625, 0.1884765625]"
2x26_17.jpg,"[1, 0.32666015625, 0.5615234375, 0.0908203125, 0.125]"
2x26_18.jpg,"[1, 0.31689453125, 0.51806640625, 0.0654296875, 0.1123046875]"
2x26_19.jpg,"[1, 0.6640625, 0.58056640625, 0.1015625, 0.1279296875]"
2x26_20.jpg,"[1, 0.150390625, 0.4892578125, 0.076171875, 0.12890625]"
2x26_21.jpg,"[1, 0.162109375, 0.427734375, 0.07421875, 0.111328125]"
2x26_22.jpg,"[1, 0.68310546875, 0.505859375, 0.0732421875, 0.1171875]"
2x26_23.jpg,"[1, 0.15869140625, 0.4873046875, 0.0947265625, 0.119140625]"
2x26_24.jpg,"[1, 0.5537109375, 0.43115234375, 0.18359375, 0.1943359375]"
2x27_0.jpg,"[1, 0.7666015625, 0.45458984375, 0.375, 0.3251953125]"
2x27_1.jpg,"[1, 0.32470703125, 0.63037109375, 0.4541015625, 0.4150390625]"
2x27_2.jpg,"[1, 0.80517578125, 0.54443359375, 0.3896484375, 0.3173828125]"
2x27_3.jpg,"[1, 0.25732421875, 0.62158203125, 0.3681640625, 0.3115234375]"
2x27_4.jpg,"[1, 0.837890625, 0.3779296875, 0.32421875, 0.3984375]"
2x27_5.jpg,"[1, 0.8583984375, 0.455078125, 0.283203125, 0.380859375]"
2x27_6.jpg,"[1, 0.2353515625, 0.439453125, 0.380859375, 0.337890625]"
2x27_7.jpg,"[1, 0.8671875, 0.65869140625, 0.265625, 0.3134765625]"
2x27_8.jpg,"[1, 0.251953125, 0.3154296875, 0.470703125, 0.453125]"
2x27_9.jpg,"[1, 0.22900390625, 0.45068359375, 0.4052734375, 0.3603515625]"
2x27_10.jpg,"[1, 0.21630859375, 0.564453125, 0.3291015625, 0.2421875]"
2x27_11.jpg,"[1, 0.7568359375, 0.41552734375, 0.388671875, 0.3544921875]"
2x27_12.jpg,"[1, 0.58544921875, 0.5107421875, 0.3408203125, 0.33203125]"
2x27_13.jpg,"[1, 0.15283203125, 0.7490234375, 0.3056640625, 0.37890625]"
2x27_14.jpg,"[1, 0.7109375, 0.865234375, 0.33203125, 0.26953125]"
